Timestamp,"Dear participant,

The purpose of this study is to examine how implementing Agile Methodology influences flexibility, stakeholder collaboration, and adaptive capabilities in Business Intelligence (BI) projects.

Your participation is voluntary, and your responses will remain anonymous and confidential. The collected data will be used solely for academic and research purposes.

The survey will take approximately 8–10 minutes to complete.By proceeding, you confirm that you have read and understood the purpose of this study and that you voluntarily agree to participate.",please rate the following statements using this scale: ,Q2: What is the size of your organization?,Q1: Gender,  Q3 Age  ,  Q4 Educational Level  ,Q5 How many years of experience do you have working on Agile and Business Intelligence (BI) projects?,Q6: Power BI reports provide a clear view of overall performance.  ,Q7: Dashboards in Power BI accelerate decision-making.  ,Q8: Power BI enhances the accuracy of managerial decisions.  ,Q9: Power BI helps identify operational strengths and weaknesses.  ,Q10: Power BI significantly reduces the time needed to prepare reports.  ,Q11: Interactive visuals in Power BI improve understanding of market trends  ,Q12: Power BI tools improve coordination across departments.  ,Q13: Power BI supports accurate forecasting of future sales and demand.  ,Q14: SPSS provides accurate analytical results for operational data.  ,Q15: Statistical analysis helps identify key performance indicators clearly.  ,Q16: SPSS findings contribute to strategic planning and forecasting.  ,Q17: Using SPSS increases the efficiency of internal business processes.  ,Q18: Statistical results support evidence-based decision-making.  ,Q19: SPSS helps detect relationships between performance and market factors.  ,Q20: SPSS improves the ability to assess the effectiveness of management policies.,Q21: The organization adopts Agile methodologies in BI projects.  ,Q22: Regular meetings accelerate the completion of BI-related tasks.  ,Q23: Objectives and processes are quickly adjusted when new changes arise  ,Q24: Agile BI promotes continuous collaboration among teams.  ,Q25: Agile approaches reduce errors during BI report development.  ,Q26: Agile BI enhances the quality of decision-making under changing conditions.,Q26: Agile BI improves the organization’s response speed to market changes.  ,Q27: Agile BI allows continuous improvement and iterative development.  ,Q28: BI systems accelerate responses to market changes.  ,Q29: BI technologies improve resource utilization and efficiency.  ,Q30: BI enhances the organization’s ability to adapt to sudden changes  
12/13/2025 18:24:14,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,30-40,Bachelor's degree,more than 10 years,1=  Strongly Disagree,1=  Strongly Disagree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 18:25:59,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,30-40,Bachelor's degree,4-6 years,4 = Agree,4-= Agree,4 = Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 18:29:30,"Yes, I agree",5 = Strongly Agree,Small (1–50 employees),Male,30-40,Bachelor's degree,7-10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 18:30:50,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,30-40,Other,more than 10 years,4 = Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 18:31:41,"Yes, I agree",5 = Strongly Agree,Small (1–50 employees),Female,18-30,Bachelor's degree,4-6 years,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree,1=  Strongly Disagree
12/13/2025 18:32:57,"Yes, I agree",5 = Strongly Agree,Small (1–50 employees),Male,18-30,Master's degree,7-10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 18:33:54,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,50-60,PhD,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 18:34:53,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,30-40,Master's degree,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 18:46:02,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,30-40,Bachelor's degree,7-10 years,5= Strongly Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 18:46:59,"Yes, I agree",5 = Strongly Agree,Large (more than 250 employees),Female,30-40,Other,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 18:47:51,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,30-40,Bachelor's degree,7-10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 18:48:44,"Yes, I agree",5 = Strongly Agree,Large (more than 250 employees),Male,30-40,Master's degree,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 18:50:06,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,18-30,Other,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:10:25,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,30-40,Master's degree,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:11:10,"Yes, I agree",5 = Strongly Agree,Small (1–50 employees),Male,18-30,Bachelor's degree,1-3 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:11:59,"Yes, I agree",4 = Agree,Large (more than 250 employees),Male,18-30,Bachelor's degree,1-3 years,4 = Agree,4-= Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,,4 = Agree,4 = Agree,4 = Agree,4 = Agree
12/13/2025 19:12:52,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Female,40-50,Master's degree,more than 10 years,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
12/13/2025 19:13:42,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,30-40,Master's degree,7-10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:14:26,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,30-40,Master's degree,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:15:16,"Yes, I agree",4 = Agree,Small (1–50 employees),Male,18-30,Bachelor's degree,7-10 years,4 = Agree,4-= Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,,4 = Agree,4 = Agree,4 = Agree,4 = Agree
12/13/2025 19:16:11,"Yes, I agree",4 = Agree,Medium (51–250 employees),Male,30-40,Bachelor's degree,7-10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:17:08,"Yes, I agree",5 = Strongly Agree,Small (1–50 employees),Male,40-50,PhD,more than 10 years,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,2= Disagree,,2= Disagree,2= Disagree,2= Disagree,2= Disagree
12/13/2025 19:18:02,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Female,18-30,Bachelor's degree,4-6 years,4 = Agree,4-= Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,,4 = Agree,4 = Agree,4 = Agree,4 = Agree
12/13/2025 19:18:59,"Yes, I agree",4 = Agree,Large (more than 250 employees),Male,30-40,Master's degree,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:20:19,"Yes, I agree",5 = Strongly Agree,Large (more than 250 employees),Male,18-30,Bachelor's degree,1-3 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:21:21,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,30-40,Other,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:22:23,"Yes, I agree",5 = Strongly Agree,Large (more than 250 employees),Female,30-40,Bachelor's degree,4-6 years,4 = Agree,4-= Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,,4 = Agree,4 = Agree,4 = Agree,4 = Agree
12/13/2025 19:23:19,"Yes, I agree",5 = Strongly Agree,Small (1–50 employees),Male,18-30,Bachelor's degree,1-3 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:24:12,"Yes, I agree",5 = Strongly Agree,Large (more than 250 employees),Female,30-40,Master's degree,7-10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:25:12,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,18-30,Bachelor's degree,7-10 years,4 = Agree,3= Neutral,4 = Agree,4 = Agree,3= Neutral,4 = Agree,4 = Agree,4 = Agree,3= Neutral,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,,4 = Agree,4 = Agree,4 = Agree,4 = Agree
12/13/2025 19:26:03,"Yes, I agree",5 = Strongly Agree,Large (more than 250 employees),Female,30-40,Other,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:27:19,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,30-40,Master's degree,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:28:09,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,30-40,Master's degree,7-10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:28:59,"Yes, I agree",5 = Strongly Agree,Small (1–50 employees),Male,30-40,PhD,more than 10 years,5= Strongly Agree,4-= Agree,4 = Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:29:54,"Yes, I agree",5 = Strongly Agree,Large (more than 250 employees),Male,30-40,Bachelor's degree,7-10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:30:52,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Female,30-40,Bachelor's degree,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:31:44,"Yes, I agree",5 = Strongly Agree,Large (more than 250 employees),Male,40-50,PhD,more than 10 years,4 = Agree,5= Strongly Agree,5= Strongly Agree,4 = Agree,4 = Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,4 = Agree,4 = Agree,4 = Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,4 = Agree
12/13/2025 19:32:40,"Yes, I agree",5 = Strongly Agree,Large (more than 250 employees),Male,30-40,PhD,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,3= Neutral,3= Neutral,,3= Neutral,3= Neutral,3= Neutral,3= Neutral
12/13/2025 19:33:38,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,30-40,PhD,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:35:06,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,18-30,Master's degree,4-6 years,4 = Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,4 = Agree,5= Strongly Agree,4 = Agree,,5= Strongly Agree,4 = Agree,5= Strongly Agree,4 = Agree
12/13/2025 19:36:36,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,30-40,Master's degree,7-10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:37:24,"Yes, I agree",5 = Strongly Agree,Large (more than 250 employees),Female,30-40,Bachelor's degree,more than 10 years,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree,5= Strongly Agree
12/13/2025 19:38:17,"Yes, I agree",5 = Strongly Agree,Medium (51–250 employees),Male,40-50,PhD,more than 10 years,5= Strongly Agree,5= Strongly Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,,4 = Agree,4 = Agree,4 = Agree,4 = Agree
